sample_ID	PEL	CEU	YRI
7_87144-100	0.006252061503596411	0.052424120475033975	0.9413238180213697
DUK_9964_434	0.008999307200362324	0.32364301888572544	0.6673576739139122
IHG9966_338	0.009074832015335692	0.1499313616305343	0.84099380635413
IHG9966_746	0.01992975214539969	0.07992065250507134	0.900149595349529
IHG9966_766	0.0037216135766731467	0.08677929559300483	0.909499090830322
IHG9966_770	0.03360780941251837	0.04464292588510378	0.9217492647023778
IHG9966_772	0.006490795688144107	0.11072151739863208	0.8827876869132238
IHG9966_774	0.009395262540999403	0.07088517160692243	0.9197195658520781
IHG9966_777	0.007975139381779284	0.19707980492111385	0.7949450556971068
IHG33209_1	0.008067101231726631	0.4741739351153849	0.5177589636528884
IHG33217_100	0.012699595404522764	0.2550959391235773	0.7322044654719
IHG33219_1	0.0028649324230108223	0.13410775191344806	0.8630273156635411
IHG33258_1	0.008405435293625937	0.40901917829245726	0.5825753864139168
IHG33262_1	0.009044035488841697	0.23698391529195412	0.7539720492192041
IHG33263_1	0.013638156211958805	0.2113583333506462	0.775003510437395
IHG33265_1	0.0036580040844504304	0.1365933493434535	0.859748646572096
IHG33269_1	0.0040141805783661	0.08038418911218136	0.9156016303094525
IHG33269_100	0.0024763095886818367	0.06928442437564625	0.9282392660356719
IHG33271_1	0.005449274271298579	0.23169314536534885	0.7628575803633526
IHG33274_100	0.014444059759437577	0.08498936969897984	0.9005665705415826
IHG33281_1	0.019507583094711175	0.24415889492286263	0.7363335219824262
IHG33282_1	0.008804018115690085	0.33753439098219046	0.6536615909021195
IHG33283_100	0.010978045131820742	0.0999051540309048	0.8891168008372744
IHG33287_1	0.00796053547338233	0.35192907853248684	0.6401103859941308
IHG33292_1	0.01665273286787398	0.07020453170887359	0.9131427354232524
IHG33295_1	0.008923354655854315	0.34665932845729813	0.6444173168868476
IHG33295_100	0.005383342818744966	0.42923013205477234	0.5653865251264827
IHG33296_1	0.006035752567507636	0.0578976531213685	0.9360665943111238
IHG33298_1	0.021715584056736	0.17055800739629912	0.8077264085469649
